song_name,artist_name,album_name,thumbnail,link,queryname
"Oath Sign (From ""Fate/Zero"")",AmaLee,Nostalgia VII,https://i.scdn.co/image/ab67616d0000b2735420ee98d32886205eafddb5,https://www.youtube.com/watch?v=8IieuQ7sYKs,"Oath Sign (From ""Fate/Zero"") by AmaLee"
"REDO (from ""Re:Zero"")",AmaLee,"Total Coverage, Vol. 6",https://i.scdn.co/image/ab67616d0000b2736b5dfec2a5049cfec31a83be,https://www.youtube.com/watch?v=jkITVaOUHlE,"REDO (from ""Re:Zero"") by AmaLee"
"Long Shot (From ""Re:Zero"")",AmaLee,"Long Shot (From ""Re:Zero"")",https://i.scdn.co/image/ab67616d0000b273a2f92743784b2c5325b2cde6,https://www.youtube.com/watch?v=teehw1RPc9U,"Long Shot (From ""Re:Zero"") by AmaLee"
"RISE (from ""League of Legends"")",AmaLee,"RISE (from ""League of Legends"")",https://i.scdn.co/image/ab67616d0000b273c6b0cded9a242e83a8d1eed1,https://www.youtube.com/watch?v=Xe0dR6RH7mU,"RISE (from ""League of Legends"") by AmaLee"
"Oath Oracle (from ""Honkai Impact 3"")",AmaLee,"Oath Oracle (from ""Honkai Impact 3"")",https://i.scdn.co/image/ab67616d0000b2735a3a4b4843a4aa856a3ba368,https://www.youtube.com/watch?v=mIj7A-awLhY,"Oath Oracle (from ""Honkai Impact 3"") by AmaLee"
白銀,LiSA,明け星 / 白銀,https://i.scdn.co/image/ab67616d0000b273a20b0fea45e5ab96a19f6b4f,https://www.youtube.com/watch?v=5whFTc6SaI8,白銀 by LiSA
Goya No Machiawase,Hello Sleepwalkers,Masked Monkey Awakening,https://i.scdn.co/image/ab67616d0000b273ce0fefd823cb043020c9c5b5,https://www.youtube.com/watch?v=J69oCCM1EcI,Goya No Machiawase by Hello Sleepwalkers
dawn,LiSA,dawn,https://i.scdn.co/image/ab67616d0000b273963f8a4cc48c0a1e91f5bab9,https://www.youtube.com/watch?v=9JUVJLF6XWI,dawn by LiSA
"Inferno (from ""Fire Force"")",AmaLee,"Inferno (from ""Fire Force"")",https://i.scdn.co/image/ab67616d0000b2738aeff19a0dd44f8f15c4845a,https://www.youtube.com/watch?v=uQkz5d6prt4,"Inferno (from ""Fire Force"") by AmaLee"
Rising Hope,LiSA,Launcher,https://i.scdn.co/image/ab67616d0000b273922a4db681b171d5191c63a5,https://www.youtube.com/watch?v=IzhMzY5avLI,Rising Hope by LiSA
"From the Edge (From ""Demon Slayer: Kimetsu no Yaiba"")",Akano,"From the Edge (From ""Demon Slayer: Kimetsu no Yaiba"")",https://i.scdn.co/image/ab67616d0000b273989da13681c6dc0224127a7a,https://www.youtube.com/watch?v=ZGZx1Z0VdJA,"From the Edge (From ""Demon Slayer: Kimetsu no Yaiba"") by Akano"
Insane,Black Gryph0n,Insane,https://i.scdn.co/image/ab67616d0000b273db593bc79e337cbcab12cf88,https://www.youtube.com/watch?v=juJkNKodgdE,Insane by Black Gryph0n
she's all i wanna be,Tate McRae,she's all i wanna be,https://i.scdn.co/image/ab67616d0000b273f7916a35ffdd6cb90bbbdf2f,https://www.youtube.com/watch?v=uS_y_65CcpA,she's all i wanna be by Tate McRae
All Eyes on You,Smash Into Pieces,Arcadia,https://i.scdn.co/image/ab67616d0000b273e58496fe2aa27dcdc6ccea42,https://www.youtube.com/watch?v=tSQ6CyyPatM,All Eyes on You by Smash Into Pieces
Wake Up,Smash Into Pieces,Arcadia,https://i.scdn.co/image/ab67616d0000b273e58496fe2aa27dcdc6ccea42,https://www.youtube.com/watch?v=JGoTxg-WQ2c,Wake Up by Smash Into Pieces
Liar Mask,真山りか,Liar Mask,https://i.scdn.co/image/ab67616d0000b273ae93afe5a0722e356d4da246,https://www.youtube.com/watch?v=3EtMXW9bc34,Liar Mask by 真山りか
On My Way,Alan Walker,On My Way,https://i.scdn.co/image/ab67616d0000b273d2aaf635815c265aa1ecdecc,https://www.youtube.com/watch?v=dhYOPzcsbGM,On My Way by Alan Walker
Sorry,Alan Walker,Sorry,https://i.scdn.co/image/ab67616d0000b2730e97b7df631033cb28551d37,https://www.youtube.com/watch?v=72agGC5b_Yo,Sorry by Alan Walker
Lily,Alan Walker,Different World,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,https://www.youtube.com/watch?v=ox4tmEV6-QU,Lily by Alan Walker
Kings & Queens,Ava Max,Heaven & Hell,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,https://www.youtube.com/watch?v=jH1RNk8954Q,Kings & Queens by Ava Max
"Alone, Pt. II",Alan Walker,"Alone, Pt. II",https://i.scdn.co/image/ab67616d0000b273153261ff7373a171c24ab9f9,https://www.youtube.com/watch?v=HhjHYkPQ8F0,"Alone, Pt. II by Alan Walker"
Diamond Heart,Alan Walker,Different World,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,https://www.youtube.com/watch?v=sJXZ9Dok7u8,Diamond Heart by Alan Walker
Ignite,Alan Walker,Ignite,https://i.scdn.co/image/ab67616d0000b273eaee7835ad1cd0c435edd7cf,https://www.youtube.com/watch?v=Az-mGR-CehY,Ignite by Alan Walker
All Falls Down (feat. Juliander),Alan Walker,Different World,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,https://www.youtube.com/watch?v=Tfaq4UTH7P0,All Falls Down (feat. Juliander) by Alan Walker
The Spectre,Alan Walker,The Spectre,https://i.scdn.co/image/ab67616d0000b273a6a151ed88a170ae3a81eff5,https://www.youtube.com/watch?v=wJnBTPUQS5A,The Spectre by Alan Walker
Faded,Alan Walker,Different World,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,https://www.youtube.com/watch?v=60ItHLz5WEA,Faded by Alan Walker
Different World (feat. CORSAK),Alan Walker,Different World,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,https://www.youtube.com/watch?v=m-PJmmvyP10,Different World (feat. CORSAK) by Alan Walker
Alone,Alan Walker,Different World,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,https://www.youtube.com/watch?v=bPs0xFd4skY,Alone by Alan Walker
Cheap Thrills,Sia,This Is Acting,https://i.scdn.co/image/ab67616d0000b27349e0134c686547c28b7c999f,https://www.youtube.com/watch?v=nYh-n7EOtMA,Cheap Thrills by Sia
Havana (feat. Young Thug),Camila Cabello,Camila,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,https://www.youtube.com/watch?v=BQ0mxQXmLsk,Havana (feat. Young Thug) by Camila Cabello
Takeaway,The Chainsmokers,World War Joy,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,https://www.youtube.com/watch?v=lzkKzZmRZk8,Takeaway by The Chainsmokers
Darkside,Alan Walker,Different World,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,https://www.youtube.com/watch?v=M-P4QBt-FWw,Darkside by Alan Walker
Dark seeks light,ニノミヤユイ,Dark seeks light / 散文的LIFE,https://i.scdn.co/image/ab67616d0000b273a5ad89ead0fac4da0763a80c,https://www.youtube.com/watch?v=CL8ihD3rPC4,Dark seeks light by ニノミヤユイ
空想メソロギヰ,Yousei Teikoku,PAX VESANIA,https://i.scdn.co/image/ab67616d0000b273fd463667d0879f62cfdf863d,https://www.youtube.com/watch?v=ZZvJY7_gyfw,空想メソロギヰ by Yousei Teikoku
TOP -Japanese ver.-,Stray Kids,TOP -Japanese ver.-,https://i.scdn.co/image/ab67616d0000b2737d35820d42b3eac8efcf53ae,https://www.youtube.com/watch?v=o7lqCcE4Lho,TOP -Japanese ver.- by Stray Kids
Contradiction (feat. Tyler Carter),KSUKE,Contradiction (feat. Tyler Carter),https://i.scdn.co/image/ab67616d0000b27338ffa87882c527d832c76d78,https://www.youtube.com/watch?v=pkw_Hl3qXCs,Contradiction (feat. Tyler Carter) by KSUKE
残酷な夢と眠れ,栗林みな実,残酷な夢と眠れ,https://i.scdn.co/image/ab67616d0000b2735fcf9ff63a1749dc47c36a61,https://www.youtube.com/watch?v=Q2MYkD4k4iA,残酷な夢と眠れ by 栗林みな実
Salvaged,NateWantsToBattle,Mangled,https://i.scdn.co/image/ab67616d0000b273dfcdceeec13aa5e4f4e86dfd,https://www.youtube.com/watch?v=NaqmqordZs4,Salvaged by NateWantsToBattle
"Sen no Tsubasa (From ""Re:_Hamatora"")",FalKKonE,"Intense Symphonic Metal Covers, Vol. 20",https://i.scdn.co/image/ab67616d0000b2737c7f29cfb244da8f95b864bc,https://www.youtube.com/watch?v=F4d7ES1emyc,"Sen no Tsubasa (From ""Re:_Hamatora"") by FalKKonE"
"Jingo Jungle (From ""Saga of Tanya the Evil"")",AmaLee,"Total Coverage, Vol. 3",https://i.scdn.co/image/ab67616d0000b2732aeea87074a118530336ba3d,https://www.youtube.com/watch?v=C7cPUez_7v8,"Jingo Jungle (From ""Saga of Tanya the Evil"") by AmaLee"
"Crying For Rain (From ""Domestic Girlfriend"")",Geek Music,"The Anime Collection, Vol. 5",https://i.scdn.co/image/ab67616d0000b2736dd4d1f7294e8f4761aa8e8f,https://www.youtube.com/watch?v=rbmZXEYOy3I,"Crying For Rain (From ""Domestic Girlfriend"") by Geek Music"
Angel With a Shotgun,The Cab,Symphony Soldier,https://i.scdn.co/image/ab67616d0000b273f9bb204cc751ef1960b1eec6,https://www.youtube.com/watch?v=rQKMLmXc0xo,Angel With a Shotgun by The Cab
"Hacking to the Gate (from ""Steins;Gate"")",AmaLee,"Hacking to the Gate (from ""Steins;Gate"")",https://i.scdn.co/image/ab67616d0000b273d2c77d71408fe1665cc980d5,https://www.youtube.com/watch?v=WV4KbpaIqoY,"Hacking to the Gate (from ""Steins;Gate"") by AmaLee"
"Guren No Yumiya (From ""Attack on Titan"")",AmaLee,Nostalgia IV,https://i.scdn.co/image/ab67616d0000b273b4bff29ced87195e00575182,https://www.youtube.com/watch?v=Czam1dKjoCc,"Guren No Yumiya (From ""Attack on Titan"") by AmaLee"
"aLIEz (From ""Aldnoah.Zero"")",AmaLee,"Total Coverage, Vol. 1",https://i.scdn.co/image/ab67616d0000b2730e31807283ce3e7026c34ebb,https://www.youtube.com/watch?v=9G9CPZ8Zd7k,"aLIEz (From ""Aldnoah.Zero"") by AmaLee"
"Black Catcher (from ""Black Clover"")",AmaLee,"Black Catcher (from ""Black Clover"")",https://i.scdn.co/image/ab67616d0000b27339abfd843cf8dab6fbfe1326,https://www.youtube.com/watch?v=rz4JvdxdHNY,"Black Catcher (from ""Black Clover"") by AmaLee"
"L.L.L. (From ""Overlord"")",AmaLee,"L.L.L. (From ""Overlord"")",https://i.scdn.co/image/ab67616d0000b2738a6a4852c51131771efd51cd,https://www.youtube.com/watch?v=xkEGcTPXRbk,"L.L.L. (From ""Overlord"") by AmaLee"
"Resonance (From ""Soul Eater"")",AmaLee,Nostalgia V,https://i.scdn.co/image/ab67616d0000b2735925f744886665d7867b773c,https://www.youtube.com/watch?v=N8wTmqSby0E,"Resonance (From ""Soul Eater"") by AmaLee"
"One Reason (From ""Deadman Wonderland"")",AmaLee,"Total Coverage, Vol. 1",https://i.scdn.co/image/ab67616d0000b2730e31807283ce3e7026c34ebb,https://www.youtube.com/watch?v=eyDGww159bY,"One Reason (From ""Deadman Wonderland"") by AmaLee"
"Resister (from ""Sword Art Online: Alicization"")",AmaLee,"Resister (from ""Sword Art Online: Alicization"")",https://i.scdn.co/image/ab67616d0000b273c867b34f1c52c5a20972dc0a,https://www.youtube.com/watch?v=bf7yfo_KnNc,"Resister (from ""Sword Art Online: Alicization"") by AmaLee"
"Courage (From ""Sword Art Online II"")",AmaLee,"Courage (From ""Sword Art Online II"")",https://i.scdn.co/image/ab67616d0000b27365e9569587aa03f2e063e959,https://www.youtube.com/watch?v=0tn5g2pF5PU,"Courage (From ""Sword Art Online II"") by AmaLee"
"NO-LIMIT (from ""Fairy Tail"")",AmaLee,"Total Coverage, Vol. 5",https://i.scdn.co/image/ab67616d0000b273f6069aba5f1f93a46ca7c10e,https://www.youtube.com/watch?v=fkCksU0jf04,"NO-LIMIT (from ""Fairy Tail"") by AmaLee"
"Kaibutsu (from ""BEASTARS"")",AmaLee,"Kaibutsu (from ""BEASTARS"")",https://i.scdn.co/image/ab67616d0000b2730b75c1b086ec0d06b7d4b3ba,https://www.youtube.com/watch?v=HlYU5wYsyuI,"Kaibutsu (from ""BEASTARS"") by AmaLee"
Wolf In Sheep's Clothing,NateWantsToBattle,Wolf In Sheep's Clothing,https://i.scdn.co/image/ab67616d0000b27353e861ec9772fa58381e495c,https://www.youtube.com/watch?v=dFHrOhaQrBM,Wolf In Sheep's Clothing by NateWantsToBattle
"Shinzou wo Sasageyo (From ""Attack on Titan"")",AmaLee,"Shinzou wo Sasageyo (From ""Attack on Titan"")",https://i.scdn.co/image/ab67616d0000b2733bc69c596b288f94040e08fa,https://www.youtube.com/watch?v=hKGdEEmghZ0,"Shinzou wo Sasageyo (From ""Attack on Titan"") by AmaLee"
"Open Your Eyes (From ""Occultic;Nine"")",AmaLee,"Open Your Eyes (From ""Occultic;Nine"")",https://i.scdn.co/image/ab67616d0000b273107cfa1999d9e8a343c55679,https://www.youtube.com/watch?v=fnUGrTW97io,"Open Your Eyes (From ""Occultic;Nine"") by AmaLee"
Addict,Silva Hound,Addict Remixed,https://i.scdn.co/image/ab67616d0000b273ddf422fc0f3a24fd68420f2c,https://www.youtube.com/watch?v=cTLAZunyA38,Addict by Silva Hound
"This Game (From ""No Game No Life"")",AmaLee,Nostalgia VII,https://i.scdn.co/image/ab67616d0000b2735420ee98d32886205eafddb5,https://www.youtube.com/watch?v=DxWjE4doQjg,"This Game (From ""No Game No Life"") by AmaLee"
"Again (From ""Fullmetal Alchemist: Brotherhood"")",AmaLee,"Total Coverage, Vol. 1",https://i.scdn.co/image/ab67616d0000b2730e31807283ce3e7026c34ebb,https://www.youtube.com/watch?v=R-WRihrquec,"Again (From ""Fullmetal Alchemist: Brotherhood"") by AmaLee"
"Black Catcher (from ""Black Clover"")",AmaLee,"Total Coverage, Vol. 5",https://i.scdn.co/image/ab67616d0000b273f6069aba5f1f93a46ca7c10e,https://www.youtube.com/watch?v=rz4JvdxdHNY,"Black Catcher (from ""Black Clover"") by AmaLee"
"Ignite (From ""Sword Art Online II"")",AmaLee,Nostalgia VI,https://i.scdn.co/image/ab67616d0000b273113a19795290a9bb4d4dd8b0,https://www.youtube.com/watch?v=FrOL0NzCzWo,"Ignite (From ""Sword Art Online II"") by AmaLee"
Let Me Hear,"Fear, and Loathing in Las Vegas",Feeling of Unity,https://i.scdn.co/image/ab67616d0000b273b98079a2b6ebfcba7ee937fc,https://www.youtube.com/watch?v=D-SQqppuGvc,"Let Me Hear by Fear, and Loathing in Las Vegas"
廻廻奇譚,Eve,廻廻奇譚 / 蒼のワルツ,https://i.scdn.co/image/ab67616d0000b273ad5d6db67f662909067fdb4a,https://www.youtube.com/watch?v=1tk1pqwrOys,廻廻奇譚 by Eve
紅蓮華,LiSA,Gurenge,https://i.scdn.co/image/ab67616d0000b273f011b6033fde09faa79b5000,https://www.youtube.com/watch?v=MpYy6wwqxoo,紅蓮華 by LiSA
"Inside of Every Demon (From ""Hazbin Hotel"") [REMIX]",AmaLee,The Remixes,https://i.scdn.co/image/ab67616d0000b27375d0e92346244ffb48eedf3e,https://www.youtube.com/watch?v=Fp7_jPc3gtk,"Inside of Every Demon (From ""Hazbin Hotel"") [REMIX] by AmaLee"
Anti world,高槻かなこ,Anti world,https://i.scdn.co/image/ab67616d0000b273bb08ce00fb8817d5af5b840d,https://www.youtube.com/watch?v=2DHmEaULN24,Anti world by 高槻かなこ
Baddest,樋口 楓,Baddest,https://i.scdn.co/image/ab67616d0000b273b6ca627fa31970f906e950bc,https://www.youtube.com/watch?v=kBW4IuOl5xw,Baddest by 樋口 楓
Tokyo Ghoul Opening (Unravel),Yung Anime,Tokyo Ghoul Opening (Unravel),https://i.scdn.co/image/ab67616d0000b273ba667e6f9a3ac7b6b63bdc31,https://www.youtube.com/watch?v=aVpJGGQHSqc,Tokyo Ghoul Opening (Unravel) by Yung Anime
Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2739986d69836eac008a927b032,https://www.youtube.com/watch?v=mw5VIEIvuMI,Speechless (Full) by Naomi Scott
Like Flames,MindaRyn,Like Flames,https://i.scdn.co/image/ab67616d0000b273bc25aabc8c2dda7191cc5baa,https://www.youtube.com/watch?v=q8TGietS5Q0,Like Flames by MindaRyn
final phase,fripSide,final phase,https://i.scdn.co/image/ab67616d0000b273edc276ef655e9d56cf35900d,https://www.youtube.com/watch?v=Leq8J0E2TQ0,final phase by fripSide
BAKU (CORSAK Remix) - SACRA BEATS Singles,Ikimonogakari,BAKU (CORSAK Remix) - SACRA BEATS Singles,https://i.scdn.co/image/ab67616d0000b273b8089fd038733269b044b63e,https://www.youtube.com/watch?v=g-QWvR7HVUY,BAKU (CORSAK Remix) - SACRA BEATS Singles by Ikimonogakari
カワキヲアメク,美波,カワキヲアメク,https://i.scdn.co/image/ab67616d0000b273e192db03c0db78e0eead6114,https://www.youtube.com/watch?v=0YF8vecQWYs,カワキヲアメク by 美波
Be Down,ACCAMER,Be Down / ダイバーシティ,https://i.scdn.co/image/ab67616d0000b27327ac52ddee66c11085af4eb1,https://www.youtube.com/watch?v=Q_Aet8apQ0g,Be Down by ACCAMER
SPARK-AGAIN,Aimer,SPARK-AGAIN,https://i.scdn.co/image/ab67616d0000b27332a6df61fa5c878c6e2aa87b,https://www.youtube.com/watch?v=ziv5u2XpC7U,SPARK-AGAIN by Aimer
the WORLD,Nightmare,the WORLD Ruler,https://i.scdn.co/image/ab67616d0000b2731bfa1a433edde0dedb26e0b7,https://www.youtube.com/watch?v=D7MMMNTQ7H0,the WORLD by Nightmare
Black Catcher,Vickeblanka,Devil,https://i.scdn.co/image/ab67616d0000b2739ee734a46d5a3789d7b867dc,https://www.youtube.com/watch?v=hP6VM6YAMIE,Black Catcher by Vickeblanka
熱情のスペクトラム,Ikimonogakari,熱情のスペクトラム/涙がきえるなら,https://i.scdn.co/image/ab67616d0000b273eb6460eabcc4fcac29e23278,https://www.youtube.com/watch?v=FLs2faYqoNU,熱情のスペクトラム by Ikimonogakari
VIVID VICE,Who-ya Extended,VIVID VICE,https://i.scdn.co/image/ab67616d0000b27385afa7777487bf662038d2aa,https://www.youtube.com/watch?v=BBxgzISkCLQ,VIVID VICE by Who-ya Extended
ANIMA,ReoNa,unknown,https://i.scdn.co/image/ab67616d0000b273bac2f4b2afb34252fd3d0565,https://www.youtube.com/watch?v=r-4XumkB2Yg,ANIMA by ReoNa
ファティマ,いとうかなこ,ファティマ(TVアニメ「シュタインズ・ゲート ゼロ」OPテーマ),https://i.scdn.co/image/ab67616d0000b27316052dae7e0f5404597980ec,https://www.youtube.com/watch?v=hgFPAJNuVhM,ファティマ by いとうかなこ
sugar sweet nightmare,物語シリーズ,Bakemonogatari Gekihanongakushu (Original Soundtrack),https://i.scdn.co/image/ab67616d0000b27307b73502046411485d068ee3,https://www.youtube.com/watch?v=BAchFngRQeA,sugar sweet nightmare by 物語シリーズ
楽園,Fujifabric,楽園,https://i.scdn.co/image/ab67616d0000b273701f163bcc0ddc5f52d5172e,https://www.youtube.com/watch?v=TzlecLbdo-s,楽園 by Fujifabric
声?,はてな,声?,https://i.scdn.co/image/ab67616d0000b273c43a3f0cccbe7481e82dd244,https://www.youtube.com/watch?v=08uZkbpF1N8,声? by はてな
